"id";"lavNumber";"name";"type";"result";"tier";"officialFeatureId";"officialDistanceM";"officialCandidateCount";"distanceGapM";"featureUseCount";"reason"
"7-120-56-tonkiete-schortewitz";"7-120-56";"Tonkiete Schortewitz";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00004Li4";"66.3";"2";"36.1";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"7-140-01-moster-altes-wasser";"7-140-01";"Möster altes Wasser";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT0000530w";"189.2";"2";"295";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"7-272-02-nachthainichte-bei-aken";"7-272-02";"Nachthainichte bei Aken";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00004NNX";"19.5";"8";"9";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"7-272-03-groe-kabel-langes-loch-bei-aken";"7-272-03";"Große Kabel (Langes Loch) bei Aken";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00004NNX";"19.5";"8";"9";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"7-272-04-kleine-kabel-bei-aken";"7-272-04";"Kleine Kabel bei Aken";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00004NNX";"19.5";"8";"9";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"7-273-03-baufeld-worbzig-3-kiesgrube-rechts";"7-273-03";"Baufeld Wörbzig 3 - Kiesgrube rechts-";"Kiesgrube";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"7-273-05-karoline-bei-piethen-boote-ohne-motor";"7-273-05";"Karoline bei Piethen - Boote ohne Motor";"See";"review";"v72-conflict";"StandingWater_DESTGEOTR100bPIM";"218";"3";"36.7";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"7-273-06-sohl-bei-piethen";"7-273-06";"Sohl bei Piethen";"See";"review";"v72-conflict";"StandingWater_DESTGEOTR100bPIM";"218";"3";"36.7";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"7-273-09-sandkiete-ii-bei-grobzig";"7-273-09";"Sandkiete II bei Gröbzig";"See";"matched";"v72-standing-near";"StandingWater_DESTGEOTR1007TuW";"15.5";"3";"58";"1";"Konfliktfreies stehendes Gewässer: höchstens 20 m entfernt und räumlich ausreichend eindeutig."
"7-273-10-schachtteich-bei-piethen";"7-273-10";"Schachtteich bei Piethen";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOTR100bPIM";"218";"3";"36.7";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"7-273-11-fuhne-von-einmundung-der-riede";"7-273-11";"Fuhne von Einmündung der Riede";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00004Ima";"805.7";"2";"218";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"7-273-17-dorfteich-reinsdorf";"7-273-17";"Dorfteich Reinsdorf";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00002SlQ";"283.6";"1";"9999";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"7-273-24-gutsteich-gorzig";"7-273-24";"Gutsteich Görzig";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00002SlQ";"283.6";"1";"9999";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"7-275-00-ackermannsteich-elsnigk";"7-275-00";"Ackermannsteich Elsnigk";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOTR100ccBb";"14.4";"3";"23.2";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"7-275-03-bruckmannsteich-und-pumpenteich-bei";"7-275-03";"Brückmannsteich und Pumpenteich bei";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00004NMO";"80.6";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"7-275-08-drei-locher-in-micheln";"7-275-08";"Drei Löcher in Micheln";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00002Wo6";"43.4";"3";"149.2";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"7-275-10-sonntalteich-bei-micheln";"7-275-10";"Sonntalteich bei Micheln";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00002Wo6";"43.4";"3";"149.2";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"7-275-11-hasenteich-bei-osternienburg";"7-275-11";"Hasenteich bei Osternienburg";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00004NNz";"33.5";"6";"46.5";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"8-180-03-birnbaummuhlenteich-grafenhainichen-a-b-bl-h-k-pl-ro-s-0-53";"8-180-03";"Birnbaummühlenteich Gräfenhainichen A, B, Bl, H, K, Pl, Ro, S 0,53";"Teich";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"8-180-04-strohwalder-teich-grafenhainichen";"8-180-04";"Strohwalder Teich Gräfenhainichen";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOTR100guLT";"501.6";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"8-180-05-affenteich-grafenhainichen";"8-180-05";"Affenteich Gräfenhainichen";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOTR100guLT";"501.6";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"8-180-06-buchholzteich-grafenhainichen";"8-180-06";"Buchholzteich Gräfenhainichen";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOTR100guLT";"501.6";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"8-181-05-tagebaurestloch-druschplatzteich";"8-181-05";"Tagebaurestloch Druschplatzteich";"Kiesgrube";"review";"v72-standing-review";"StandingWater_DESTGEOTR100fCS2";"378.4";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"8-181-07-unterer-dorfteich-sollichau";"8-181-07";"Unterer Dorfteich Söllichau";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00005Aua";"322";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"8-181-09-ganseteich-in-sollichau";"8-181-09";"Gänseteich in Söllichau";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00005Aua";"322";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"8-181-12-schleifbach-bei-sollichau";"8-181-12";"Schleifbach bei Söllichau";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00005Aua";"322";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"8-183-04-margaretenhofteich-bei-oranienbaum";"8-183-04";"Margaretenhofteich bei Oranienbaum";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00005o7J";"131.9";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"8-183-05-talkenloch-bei-kakau";"8-183-05";"Talkenloch bei Kakau";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00005o7o";"382.8";"5";"8.9";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"8-183-06-alter-graben-worlitz";"8-183-06";"Alter Graben Wörlitz";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOT0000cmof_lin";"0.2";"6";"49.2";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"8-183-07-am-fliegraben-diestelsee-bei-worlitz";"8-183-07";"Am Fließgraben-Diestelsee bei Wörlitz";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOT0000cmof_lin";"0.2";"6";"49.2";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"8-183-08-fuhrtgraben-bei-worlitz";"8-183-08";"Fuhrtgraben bei Wörlitz";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOT0000cmof_lin";"0.2";"6";"49.2";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"8-183-10-groe-brage-bei-worlitz";"8-183-10";"Große Bräge bei Wörlitz";"See";"review";"v72-conflict";"StandingWater_DESTGEOTR100gxex";"471.4";"1";"9999";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"8-183-12-schiffinge-bei-vockerode";"8-183-12";"Schiffinge bei Vockerode";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00005o78";"693.1";"3";"202";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"8-183-16-hauptgraben-von-worlitz-bis-kakau";"8-183-16";"Hauptgraben von Wörlitz bis Kakau";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOT00005o1l_lin";"19.7";"11";"37.6";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"8-183-17-4-wallstiche-an-den-mittelholzern";"8-183-17";"4 Wallstiche an den Mittelhölzern";"See";"review";"v72-conflict";"StandingWater_DESTGEOTR100gxex";"471.4";"1";"9999";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"8-250-05-saulug-bei-jessen";"8-250-05";"Saulug bei Jessen";"See";"review";"v72-conflict";"StandingWater_DESTGEOT0000exyd";"40.1";"3";"111.2";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"8-250-07-neuer-arm-in-jessen";"8-250-07";"Neuer Arm in Jessen";"See";"review";"v72-conflict";"StandingWater_DESTGEOT0000exyd";"40.1";"3";"111.2";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"8-250-12-neugraben-von-landesgrenze-bis";"8-250-12";"Neugraben von Landesgrenze bis";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOT00005hGj_lin";"9.8";"5";"27.8";"6";"Amtliches Feature wird von 6 LAV-Einträgen beansprucht; bleibt Review."
"8-250-13-landlache-vom-plossiger-graben-bis";"8-250-13";"Landlache vom Plossiger Graben bis";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOT00005hGj_lin";"9.8";"5";"27.8";"6";"Amtliches Feature wird von 6 LAV-Einträgen beansprucht; bleibt Review."
"8-250-14-baggerteich-bei-brandis";"8-250-14";"Baggerteich bei Brandis";"Teich";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"8-250-18-kremnitz-holzdorf";"8-250-18";"Kremnitz Holzdorf";"See";"matched";"v72-standing-single";"StandingWater_DESTGEOT00005Vgp";"37";"1";"9999";"1";"Konfliktfreies stehendes Gewässer: einziger amtlicher Kandidat im Suchbereich und höchstens 40 m entfernt."
"8-251-01-kiestagebau-elbekies-bei-prettin";"8-251-01";"Kiestagebau Elbekies bei Prettin";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOT00005Q5J_lin";"2.6";"5";"62";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"8-252-01-alte-elbe-in-iserbegka-bei-elster";"8-252-01";"Alte Elbe in Iserbegka bei Elster";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOTR100fUy6_lin";"7.3";"4";"35.6";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"8-360-02-dorfteich-klieken";"8-360-02";"Dorfteich Klieken";"Teich";"matched";"v72-standing-near";"StandingWater_DESTGEOT00005oUQ";"14.3";"2";"57.5";"1";"Konfliktfreies stehendes Gewässer: höchstens 20 m entfernt und räumlich ausreichend eindeutig."
"8-360-03-silbersee-bei-zieko";"8-360-03";"Silbersee bei Zieko";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00005oVf";"12.4";"2";"23.8";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"8-360-07-steinmuhlenteich-bei-duben";"8-360-07";"Steinmühlenteich bei Düben";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOTR100hagN";"422.4";"2";"264";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"8-361-02-kohlengrube-coswig-flamingbad";"8-361-02";"Kohlengrube Coswig (Flämingbad)";"Kiesgrube";"review";"v72-standing-review";"StandingWater_DESTGEOT00005oVg";"14.3";"3";"39.1";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"8-460-02-brauteich-schlograben-und";"8-460-02";"Brauteich, Schloßgraben und";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOTR10099No_lin";"0.1";"8";"1.5";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"8-460-10-fleischerwerder-bei-dabrun";"8-460-10";"Fleischerwerder bei Dabrun";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00005Nbp";"6.7";"7";"44.1";"4";"Amtliches Feature wird von 4 LAV-Einträgen beansprucht; bleibt Review."
"8-460-14-teich-bleddin";"8-460-14";"Teich Bleddin";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOTR100eNRl";"6.4";"6";"46.3";"4";"Amtliches Feature wird von 4 LAV-Einträgen beansprucht; bleibt Review."
"8-460-15-schluft-bei-bleddin";"8-460-15";"Schluft bei Bleddin";"See";"review";"v72-conflict";"StandingWater_DESTGEOTR100eNRl";"6.4";"6";"46.3";"4";"Amtliches Feature wird von 4 LAV-Einträgen beansprucht; bleibt Review."
"8-460-17-sandkolk-bleddin";"8-460-17";"Sandkolk Bleddin";"See";"review";"v72-conflict";"StandingWater_DESTGEOTR100eNRl";"6.4";"6";"46.3";"4";"Amtliches Feature wird von 4 LAV-Einträgen beansprucht; bleibt Review."
"8-460-28-kleiner-ri-bei-dabrun-schleienloch";"8-460-28";"Kleiner Riß bei Dabrun (Schleienloch)";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00005Nbp";"6.7";"7";"44.1";"4";"Amtliches Feature wird von 4 LAV-Einträgen beansprucht; bleibt Review."
"8-460-33-schluft-priesitz";"8-460-33";"Schluft Priesitz";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00005LkL";"13.1";"5";"7.6";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"8-460-37-sandekolk-bei-dabrun";"8-460-37";"Sandekolk bei Dabrun";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00005Nbp";"6.7";"7";"44.1";"4";"Amtliches Feature wird von 4 LAV-Einträgen beansprucht; bleibt Review."
"8-460-42-krummer-see-bodemar-bei-seegrehna-a-bl-h-k-pl-s-1-24";"8-460-42";"Krummer See (Bodemar) bei Seegrehna A, Bl, H, K, Pl, S 1,24";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOT00002LqT_lin";"215.6";"4";"11";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"8-460-54-alte-badeanstalt-kemberg";"8-460-54";"Alte Badeanstalt Kemberg";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT0000fU9f";"6.6";"4";"15.3";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"8-460-55-wendel-wittenberg";"8-460-55";"Wendel Wittenberg";"See";"review";"v72-standing-review";"StandingWater_DESTGEOTR100fOib";"60.7";"10";"10.4";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"8-460-57-espenkolk-i-und-ii-bei-gallin-muhlanger";"8-460-57";"Espenkolk I und II bei Gallin/Mühlanger";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00005Nae";"206.2";"2";"143";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"8-460-58-wilde-kolke-i-bei-dabrun-melzwig";"8-460-58";"Wilde Kölke I bei Dabrun/Melzwig";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00005Nbp";"6.7";"7";"44.1";"4";"Amtliches Feature wird von 4 LAV-Einträgen beansprucht; bleibt Review."
"8-460-59-tiefes-loch-bleddin";"8-460-59";"Tiefes Loch Bleddin";"See";"review";"v72-conflict";"StandingWater_DESTGEOTR100eNRl";"6.4";"6";"46.3";"4";"Amtliches Feature wird von 4 LAV-Einträgen beansprucht; bleibt Review."
"8-460-75-rehkolk-apollensdorf";"8-460-75";"Rehkolk Apollensdorf";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00005xfC";"236.4";"2";"89.2";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"9-150-04-parkbad-anna-helbra";"9-150-04";"Parkbad Anna Helbra";"See";"matched";"v72-standing-near";"StandingWater_DESTGEOT00001Qv0";"0.1";"2";"61.4";"1";"Konfliktfreies stehendes Gewässer: höchstens 20 m entfernt und räumlich ausreichend eindeutig."
"9-150-05-ottilienteich-bei-roblingen";"9-150-05";"Ottilienteich bei Röblingen";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT000025EF";"795.8";"2";"202.9";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"9-150-11-minnabad-volkstedt";"9-150-11";"Minnabad Volkstedt";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"9-150-15-mittelgraben-v-stollengraben-bis";"9-150-15";"Mittelgraben v. Stollengraben bis";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOT00005hGj_lin";"9.8";"5";"27.8";"6";"Amtliches Feature wird von 6 LAV-Einträgen beansprucht; bleibt Review."
"9-150-18-tonloch-lauraberg-roblingen";"9-150-18";"Tonloch Lauraberg Röblingen";"See";"review";"v72-conflict";"StandingWater_DESTGEOT000025EF";"795.8";"2";"202.9";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"9-151-01-rudels-teich-bei-helfta";"9-151-01";"Rüdels Teich bei Helfta";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT000025Ev";"273.1";"2";"41.6";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"9-230-08-schaferteich-sylda";"9-230-08";"Schäferteich Sylda";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00001U3B";"73.9";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"9-230-09-dorfteich-sylda";"9-230-09";"Dorfteich Sylda";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00001U3B";"73.9";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"9-230-13-huttenteich-sylda";"9-230-13";"Hüttenteich Sylda";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00001U3B";"73.9";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"9-230-15-ochsenpfuhlbachteich-vatterode";"9-230-15";"Ochsenpfuhlbachteich Vatterode";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00001QuN";"433.1";"3";"80.6";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"9-390-10-altarm-am-hornissenberg-bei-kelbra";"9-390-10";"Altarm am Hornissenberg bei Kelbra";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"9-390-18-feuerloschteich-in-dittichenrode";"9-390-18";"Feuerlöschteich in Dittichenrode";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOTR100f6u8";"796.2";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"9-390-19-dorfteich-rotha";"9-390-19";"Dorfteich Rotha";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00001jjj";"172.7";"2";"128.4";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"9-390-20-kunstteich-bei-wettelrode";"9-390-20";"Kunstteich bei Wettelrode";"Teich";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"9-390-21-zweier-und-dreierteich-am-rosarium";"9-390-21";"Zweier- und Dreierteich am Rosarium";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00001xvY";"98.3";"2";"20.9";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"9-390-23-3-tonlocher-bei-morungen";"9-390-23";"3 Tonlöcher bei Morungen –";"See";"matched";"v72-standing-near";"StandingWater_DESTGEOT00001fJ4";"19.6";"2";"45.6";"1";"Konfliktfreies stehendes Gewässer: höchstens 20 m entfernt und räumlich ausreichend eindeutig."
"9-390-24-alte-kiesgrube-berga";"9-390-24";"Alte Kiesgrube Berga";"Kiesgrube";"review";"v72-standing-review";"StandingWater_DESTGEOT00000Wrx";"966.4";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"9-390-32-stausee-kelbra";"9-390-32";"Stausee Kelbra";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"10-210-01-kiesgrube-in-rattmannsdorf";"10-210-01";"Kiesgrube in Rattmannsdorf";"Kiesgrube";"review";"v72-standing-review";"StandingWater_DESTGEOT00000ryH";"50";"5";"34.7";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-210-03-friedrichsbad-in-zwintschona";"10-210-03";"Friedrichsbad in Zwintschöna";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00004Gvn";"66.5";"3";"217.5";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"10-210-04-dorfteich-in-zwintschona";"10-210-04";"Dorfteich in Zwintschöna";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00004Gvn";"66.5";"3";"217.5";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"10-210-05-muhlteich-in-zwintschona";"10-210-05";"Mühlteich in Zwintschöna";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00004Gvn";"66.5";"3";"217.5";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"10-210-10-dorfteich-plonitz";"10-210-10";"Dorfteich Plößnitz";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00004Im9";"330.6";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-290-03-krugs-teich-in-schafstadt";"10-290-03";"Krugs Teich in Schafstädt";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00000jts";"276.3";"2";"14.6";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-290-06-parkteich-in-braunsbedra";"10-290-06";"Parkteich in Braunsbedra";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOTR100fi3K";"764.1";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-290-10-kleines-kohlenloch-bei-tollwitz";"10-290-10";"Kleines Kohlenloch bei Tollwitz";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00004vk8";"9.8";"4";"25.5";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"10-290-11-pfutze-bei-tollwitz";"10-290-11";"Pfütze bei Tollwitz";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00004vk8";"9.8";"4";"25.5";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"10-290-14-saale-im-altkreis-merseburg";"10-290-14";"Saale im Altkreis Merseburg";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOT00004yBh_pol";"0.3";"13";"8.2";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"10-290-16-kanal-wusteneutsch-km-1-32-1-62";"10-290-16";"Kanal Wüsteneutsch km 1, 32 - 1, 62";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOT00004FSz_lin";"360.6";"1";"9999";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"10-290-18-hirtenteich-in-zweimen";"10-290-18";"Hirtenteich in Zweimen";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00004y4S";"168.4";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"10-290-22-geisel-von-quelle-bei-mucheln-bis";"10-290-22";"Geisel von Quelle bei Mücheln bis";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00004Imb";"124.8";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-290-23-luppe-von-landesgrenze-sachsen";"10-290-23";"Luppe von Landesgrenze Sachsen";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"10-290-24-weie-elster-von-landesgrenze-sachsen";"10-290-24";"Weiße Elster von Landesgrenze Sachsen";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"10-290-25-umgehungskanal-merseburg";"10-290-25";"Umgehungskanal Merseburg";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOT00004yBh_pol";"0.3";"13";"8.2";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"10-290-26-saalealtarm-leuna";"10-290-26";"Saalealtarm Leuna";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOT00004vsy_lin";"4.2";"5";"17";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"10-290-32-schachtteich-milzau";"10-290-32";"Schachtteich Milzau";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00000ry6";"450.2";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-290-34-spitzteich-zweimen";"10-290-34";"Spitzteich Zweimen";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00004y4S";"168.4";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"10-290-44-teich-in-thalschutz";"10-290-44";"Teich in Thalschütz";"Teich";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"10-290-46-teich-in-gohren";"10-290-46";"Teich in Göhren";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT00004y4S";"168.4";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
